Timestamp,Date,date,entry_word_count,formatted_date,quarter,sentiment,maxSentiment,positve-sentiment,negative-sentiment,neutral-sentiment
2021-07-17 9:13:04,2017-06-05 0:00:00,2017-06-05 0:00:00,57,2017-06-05,2017Q2,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.4549}",positive,0.058,0.0,0.942
2021-07-17 9:13:04,2017-05-21 0:00:00,2017-05-21 0:00:00,71,2017-05-21,2017Q2,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.9134}",positive,0.22,0.0,0.78
2021-07-17 9:13:04,2017-04-30 0:00:00,2017-04-30 0:00:00,70,2017-04-30,2017Q2,"{'neg': 0.169, 'neu': 0.776, 'pos': 0.054, 'compound': -0.8364}",negative,0.054,0.169,0.776
2021-07-17 9:13:04,2017-04-21 0:00:00,2017-04-21 0:00:00,26,2017-04-21,2017Q2,"{'neg': 0.202, 'neu': 0.728, 'pos': 0.07, 'compound': -0.6124}",negative,0.07,0.202,0.728
2021-07-17 9:13:04,2017-04-18 0:00:00,2017-04-18 0:00:00,38,2017-04-18,2017Q2,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7706}",positive,0.182,0.0,0.818
2021-07-17 9:13:04,2017-04-04 0:00:00,2017-04-04 0:00:00,195,2017-04-04,2017Q2,"{'neg': 0.053, 'neu': 0.871, 'pos': 0.075, 'compound': 0.7109}",positive,0.075,0.053,0.871
2021-07-17 9:13:04,2017-03-23 0:00:00,2017-03-23 0:00:00,47,2017-03-23,2017Q1,"{'neg': 0.059, 'neu': 0.79, 'pos': 0.151, 'compound': 0.6696}",positive,0.151,0.059,0.79
2021-07-17 9:13:04,2017-02-13 0:00:00,2017-02-13 0:00:00,72,2017-02-13,2017Q1,"{'neg': 0.142, 'neu': 0.826, 'pos': 0.032, 'compound': -0.8176}",negative,0.032,0.142,0.826
2021-07-17 9:13:04,2016-10-07 0:00:00,2016-10-07 0:00:00,126,2016-10-07,2016Q4,"{'neg': 0.07, 'neu': 0.798, 'pos': 0.133, 'compound': 0.83}",positive,0.133,0.07,0.798
2021-07-17 9:13:04,2016-08-03 0:00:00,2016-08-03 0:00:00,71,2016-08-03,2016Q3,"{'neg': 0.141, 'neu': 0.787, 'pos': 0.071, 'compound': -0.7003}",negative,0.071,0.141,0.787
2021-07-17 9:13:04,2016-08-02 0:00:00,2016-08-02 0:00:00,92,2016-08-02,2016Q3,"{'neg': 0.111, 'neu': 0.852, 'pos': 0.036, 'compound': -0.7309}",negative,0.036,0.111,0.852
2021-07-17 9:13:04,2016-07-01 0:00:00,2016-07-01 0:00:00,61,2016-07-01,2016Q3,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.9509}",positive,0.267,0.0,0.733
2021-07-17 9:13:04,2016-06-30 0:00:00,2016-06-30 0:00:00,176,2016-06-30,2016Q2,"{'neg': 0.075, 'neu': 0.787, 'pos': 0.138, 'compound': 0.7761}",positive,0.138,0.075,0.787
2021-07-17 9:13:04,2016-06-13 0:00:00,2016-06-13 0:00:00,136,2016-06-13,2016Q2,"{'neg': 0.062, 'neu': 0.8, 'pos': 0.139, 'compound': 0.8058}",positive,0.139,0.062,0.8
2021-07-17 9:13:04,2016-06-11 0:00:00,2016-06-11 0:00:00,71,2016-06-11,2016Q2,"{'neg': 0.097, 'neu': 0.718, 'pos': 0.185, 'compound': 0.7787}",positive,0.185,0.097,0.718
2021-07-17 9:13:04,2016-06-05 0:00:00,2016-06-05 0:00:00,47,2016-06-05,2016Q2,"{'neg': 0.325, 'neu': 0.675, 'pos': 0.0, 'compound': -0.9462}",negative,0.0,0.325,0.675
2021-07-17 9:13:04,2016-06-03 0:00:00,2016-06-03 0:00:00,534,2016-06-03,2016Q2,"{'neg': 0.096, 'neu': 0.791, 'pos': 0.113, 'compound': 0.8752}",positive,0.113,0.096,0.791
2021-07-17 9:13:04,2016-05-31 0:00:00,2016-05-31 0:00:00,313,2016-05-31,2016Q2,"{'neg': 0.09, 'neu': 0.635, 'pos': 0.275, 'compound': 0.9975}",positive,0.275,0.09,0.635
2021-07-17 9:13:04,2016-05-26 0:00:00,2016-05-26 0:00:00,279,2016-05-26,2016Q2,"{'neg': 0.096, 'neu': 0.708, 'pos': 0.196, 'compound': 0.9868}",positive,0.196,0.096,0.708
2021-07-17 9:13:04,2016-05-24 0:00:00,2016-05-24 0:00:00,367,2016-05-24,2016Q2,"{'neg': 0.073, 'neu': 0.814, 'pos': 0.113, 'compound': 0.9243}",positive,0.113,0.073,0.814
2021-07-17 9:13:04,2016-05-23 0:00:00,2016-05-23 0:00:00,508,2016-05-23,2016Q2,"{'neg': 0.102, 'neu': 0.666, 'pos': 0.232, 'compound': 0.9975}",positive,0.232,0.102,0.666
2021-07-17 9:13:04,2016-05-15 0:00:00,2016-05-15 0:00:00,130,2016-05-15,2016Q2,"{'neg': 0.085, 'neu': 0.891, 'pos': 0.023, 'compound': -0.8402}",negative,0.023,0.085,0.891
